"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"14th of Tamuz 5773","6/22/2013",,,,"true","","3","Jewish Holidays"
"15th of Tamuz 5773","6/23/2013",,,,"true","","3","Jewish Holidays"
"16th of Tamuz 5773","6/24/2013",,,,"true","","3","Jewish Holidays"
"17th of Tamuz 5773","6/25/2013",,,,"true","","3","Jewish Holidays"
"18th of Tamuz 5773","6/26/2013",,,,"true","","3","Jewish Holidays"
"19th of Tamuz 5773","6/27/2013",,,,"true","","3","Jewish Holidays"
"20th of Tamuz 5773","6/28/2013",,,,"true","","3","Jewish Holidays"
"21st of Tamuz 5773","6/29/2013",,,,"true","","3","Jewish Holidays"
"22nd of Tamuz 5773","6/30/2013",,,,"true","","3","Jewish Holidays"
"23rd of Tamuz 5773","7/1/2013",,,,"true","","3","Jewish Holidays"
"24th of Tamuz 5773","7/2/2013",,,,"true","","3","Jewish Holidays"
"25th of Tamuz 5773","7/3/2013",,,,"true","","3","Jewish Holidays"
"26th of Tamuz 5773","7/4/2013",,,,"true","","3","Jewish Holidays"
"27th of Tamuz 5773","7/5/2013",,,,"true","","3","Jewish Holidays"
"28th of Tamuz 5773","7/6/2013",,,,"true","","3","Jewish Holidays"
"29th of Tamuz 5773","7/7/2013",,,,"true","","3","Jewish Holidays"
"1st of Av 5773","7/8/2013",,,,"true","","3","Jewish Holidays"
"2nd of Av 5773","7/9/2013",,,,"true","","3","Jewish Holidays"
"3rd of Av 5773","7/10/2013",,,,"true","","3","Jewish Holidays"
"4th of Av 5773","7/11/2013",,,,"true","","3","Jewish Holidays"
"5th of Av 5773","7/12/2013",,,,"true","","3","Jewish Holidays"
"6th of Av 5773","7/13/2013",,,,"true","","3","Jewish Holidays"
"7th of Av 5773","7/14/2013",,,,"true","","3","Jewish Holidays"
"8th of Av 5773","7/15/2013",,,,"true","","3","Jewish Holidays"
"9th of Av 5773","7/16/2013",,,,"true","","3","Jewish Holidays"
"10th of Av 5773","7/17/2013",,,,"true","","3","Jewish Holidays"
"11th of Av 5773","7/18/2013",,,,"true","","3","Jewish Holidays"
"12th of Av 5773","7/19/2013",,,,"true","","3","Jewish Holidays"
"13th of Av 5773","7/20/2013",,,,"true","","3","Jewish Holidays"
"14th of Av 5773","7/21/2013",,,,"true","","3","Jewish Holidays"
"15th of Av 5773","7/22/2013",,,,"true","","3","Jewish Holidays"
"16th of Av 5773","7/23/2013",,,,"true","","3","Jewish Holidays"
"17th of Av 5773","7/24/2013",,,,"true","","3","Jewish Holidays"
"18th of Av 5773","7/25/2013",,,,"true","","3","Jewish Holidays"
"19th of Av 5773","7/26/2013",,,,"true","","3","Jewish Holidays"
"20th of Av 5773","7/27/2013",,,,"true","","3","Jewish Holidays"
"21st of Av 5773","7/28/2013",,,,"true","","3","Jewish Holidays"
"22nd of Av 5773","7/29/2013",,,,"true","","3","Jewish Holidays"
"23rd of Av 5773","7/30/2013",,,,"true","","3","Jewish Holidays"
"24th of Av 5773","7/31/2013",,,,"true","","3","Jewish Holidays"
"25th of Av 5773","8/1/2013",,,,"true","","3","Jewish Holidays"
"26th of Av 5773","8/2/2013",,,,"true","","3","Jewish Holidays"
"27th of Av 5773","8/3/2013",,,,"true","","3","Jewish Holidays"
"28th of Av 5773","8/4/2013",,,,"true","","3","Jewish Holidays"
"29th of Av 5773","8/5/2013",,,,"true","","3","Jewish Holidays"
"30th of Av 5773","8/6/2013",,,,"true","","3","Jewish Holidays"
"1st of Elul 5773","8/7/2013",,,,"true","","3","Jewish Holidays"
"2nd of Elul 5773","8/8/2013",,,,"true","","3","Jewish Holidays"
"3rd of Elul 5773","8/9/2013",,,,"true","","3","Jewish Holidays"
"4th of Elul 5773","8/10/2013",,,,"true","","3","Jewish Holidays"
"5th of Elul 5773","8/11/2013",,,,"true","","3","Jewish Holidays"
"6th of Elul 5773","8/12/2013",,,,"true","","3","Jewish Holidays"
"7th of Elul 5773","8/13/2013",,,,"true","","3","Jewish Holidays"
"8th of Elul 5773","8/14/2013",,,,"true","","3","Jewish Holidays"
"9th of Elul 5773","8/15/2013",,,,"true","","3","Jewish Holidays"
"10th of Elul 5773","8/16/2013",,,,"true","","3","Jewish Holidays"
"11th of Elul 5773","8/17/2013",,,,"true","","3","Jewish Holidays"
"12th of Elul 5773","8/18/2013",,,,"true","","3","Jewish Holidays"
"13th of Elul 5773","8/19/2013",,,,"true","","3","Jewish Holidays"
"14th of Elul 5773","8/20/2013",,,,"true","","3","Jewish Holidays"
"15th of Elul 5773","8/21/2013",,,,"true","","3","Jewish Holidays"
"16th of Elul 5773","8/22/2013",,,,"true","","3","Jewish Holidays"
"17th of Elul 5773","8/23/2013",,,,"true","","3","Jewish Holidays"
"18th of Elul 5773","8/24/2013",,,,"true","","3","Jewish Holidays"
"19th of Elul 5773","8/25/2013",,,,"true","","3","Jewish Holidays"
"20th of Elul 5773","8/26/2013",,,,"true","","3","Jewish Holidays"
"21st of Elul 5773","8/27/2013",,,,"true","","3","Jewish Holidays"
"22nd of Elul 5773","8/28/2013",,,,"true","","3","Jewish Holidays"
"23rd of Elul 5773","8/29/2013",,,,"true","","3","Jewish Holidays"
"24th of Elul 5773","8/30/2013",,,,"true","","3","Jewish Holidays"
"25th of Elul 5773","8/31/2013",,,,"true","","3","Jewish Holidays"
"26th of Elul 5773","9/1/2013",,,,"true","","3","Jewish Holidays"
"27th of Elul 5773","9/2/2013",,,,"true","","3","Jewish Holidays"
"28th of Elul 5773","9/3/2013",,,,"true","","3","Jewish Holidays"
"29th of Elul 5773","9/4/2013",,,,"true","","3","Jewish Holidays"
"1st of Tishrei 5774","9/5/2013",,,,"true","","3","Jewish Holidays"
"2nd of Tishrei 5774","9/6/2013",,,,"true","","3","Jewish Holidays"
"3rd of Tishrei 5774","9/7/2013",,,,"true","","3","Jewish Holidays"
"4th of Tishrei 5774","9/8/2013",,,,"true","","3","Jewish Holidays"
"5th of Tishrei 5774","9/9/2013",,,,"true","","3","Jewish Holidays"
"6th of Tishrei 5774","9/10/2013",,,,"true","","3","Jewish Holidays"
"7th of Tishrei 5774","9/11/2013",,,,"true","","3","Jewish Holidays"
"8th of Tishrei 5774","9/12/2013",,,,"true","","3","Jewish Holidays"
"9th of Tishrei 5774","9/13/2013",,,,"true","","3","Jewish Holidays"
"10th of Tishrei 5774","9/14/2013",,,,"true","","3","Jewish Holidays"
"11th of Tishrei 5774","9/15/2013",,,,"true","","3","Jewish Holidays"
"12th of Tishrei 5774","9/16/2013",,,,"true","","3","Jewish Holidays"
"13th of Tishrei 5774","9/17/2013",,,,"true","","3","Jewish Holidays"
"14th of Tishrei 5774","9/18/2013",,,,"true","","3","Jewish Holidays"
"15th of Tishrei 5774","9/19/2013",,,,"true","","3","Jewish Holidays"
"16th of Tishrei 5774","9/20/2013",,,,"true","","3","Jewish Holidays"
"17th of Tishrei 5774","9/21/2013",,,,"true","","3","Jewish Holidays"
"18th of Tishrei 5774","9/22/2013",,,,"true","","3","Jewish Holidays"
"19th of Tishrei 5774","9/23/2013",,,,"true","","3","Jewish Holidays"
"20th of Tishrei 5774","9/24/2013",,,,"true","","3","Jewish Holidays"
"21st of Tishrei 5774","9/25/2013",,,,"true","","3","Jewish Holidays"
"22nd of Tishrei 5774","9/26/2013",,,,"true","","3","Jewish Holidays"
"23rd of Tishrei 5774","9/27/2013",,,,"true","","3","Jewish Holidays"
"24th of Tishrei 5774","9/28/2013",,,,"true","","3","Jewish Holidays"
"25th of Tishrei 5774","9/29/2013",,,,"true","","3","Jewish Holidays"
"26th of Tishrei 5774","9/30/2013",,,,"true","","3","Jewish Holidays"
"27th of Tishrei 5774","10/1/2013",,,,"true","","3","Jewish Holidays"
"28th of Tishrei 5774","10/2/2013",,,,"true","","3","Jewish Holidays"
"29th of Tishrei 5774","10/3/2013",,,,"true","","3","Jewish Holidays"
"30th of Tishrei 5774","10/4/2013",,,,"true","","3","Jewish Holidays"
"1st of Cheshvan 5774","10/5/2013",,,,"true","","3","Jewish Holidays"
"2nd of Cheshvan 5774","10/6/2013",,,,"true","","3","Jewish Holidays"
"3rd of Cheshvan 5774","10/7/2013",,,,"true","","3","Jewish Holidays"
"4th of Cheshvan 5774","10/8/2013",,,,"true","","3","Jewish Holidays"
"5th of Cheshvan 5774","10/9/2013",,,,"true","","3","Jewish Holidays"
"6th of Cheshvan 5774","10/10/2013",,,,"true","","3","Jewish Holidays"
"7th of Cheshvan 5774","10/11/2013",,,,"true","","3","Jewish Holidays"
"8th of Cheshvan 5774","10/12/2013",,,,"true","","3","Jewish Holidays"
"9th of Cheshvan 5774","10/13/2013",,,,"true","","3","Jewish Holidays"
"10th of Cheshvan 5774","10/14/2013",,,,"true","","3","Jewish Holidays"
"11th of Cheshvan 5774","10/15/2013",,,,"true","","3","Jewish Holidays"
"12th of Cheshvan 5774","10/16/2013",,,,"true","","3","Jewish Holidays"
"13th of Cheshvan 5774","10/17/2013",,,,"true","","3","Jewish Holidays"
"14th of Cheshvan 5774","10/18/2013",,,,"true","","3","Jewish Holidays"
"15th of Cheshvan 5774","10/19/2013",,,,"true","","3","Jewish Holidays"
"16th of Cheshvan 5774","10/20/2013",,,,"true","","3","Jewish Holidays"
"17th of Cheshvan 5774","10/21/2013",,,,"true","","3","Jewish Holidays"
"18th of Cheshvan 5774","10/22/2013",,,,"true","","3","Jewish Holidays"
"19th of Cheshvan 5774","10/23/2013",,,,"true","","3","Jewish Holidays"
"20th of Cheshvan 5774","10/24/2013",,,,"true","","3","Jewish Holidays"
"21st of Cheshvan 5774","10/25/2013",,,,"true","","3","Jewish Holidays"
"22nd of Cheshvan 5774","10/26/2013",,,,"true","","3","Jewish Holidays"
"23rd of Cheshvan 5774","10/27/2013",,,,"true","","3","Jewish Holidays"
"24th of Cheshvan 5774","10/28/2013",,,,"true","","3","Jewish Holidays"
"25th of Cheshvan 5774","10/29/2013",,,,"true","","3","Jewish Holidays"
"26th of Cheshvan 5774","10/30/2013",,,,"true","","3","Jewish Holidays"
"27th of Cheshvan 5774","10/31/2013",,,,"true","","3","Jewish Holidays"
"28th of Cheshvan 5774","11/1/2013",,,,"true","","3","Jewish Holidays"
"29th of Cheshvan 5774","11/2/2013",,,,"true","","3","Jewish Holidays"
"30th of Cheshvan 5774","11/3/2013",,,,"true","","3","Jewish Holidays"
"1st of Kislev 5774","11/4/2013",,,,"true","","3","Jewish Holidays"
"2nd of Kislev 5774","11/5/2013",,,,"true","","3","Jewish Holidays"
"3rd of Kislev 5774","11/6/2013",,,,"true","","3","Jewish Holidays"
"4th of Kislev 5774","11/7/2013",,,,"true","","3","Jewish Holidays"
"5th of Kislev 5774","11/8/2013",,,,"true","","3","Jewish Holidays"
"6th of Kislev 5774","11/9/2013",,,,"true","","3","Jewish Holidays"
"7th of Kislev 5774","11/10/2013",,,,"true","","3","Jewish Holidays"
"8th of Kislev 5774","11/11/2013",,,,"true","","3","Jewish Holidays"
"9th of Kislev 5774","11/12/2013",,,,"true","","3","Jewish Holidays"
"10th of Kislev 5774","11/13/2013",,,,"true","","3","Jewish Holidays"
"11th of Kislev 5774","11/14/2013",,,,"true","","3","Jewish Holidays"
"12th of Kislev 5774","11/15/2013",,,,"true","","3","Jewish Holidays"
"13th of Kislev 5774","11/16/2013",,,,"true","","3","Jewish Holidays"
"14th of Kislev 5774","11/17/2013",,,,"true","","3","Jewish Holidays"
"15th of Kislev 5774","11/18/2013",,,,"true","","3","Jewish Holidays"
"16th of Kislev 5774","11/19/2013",,,,"true","","3","Jewish Holidays"
"17th of Kislev 5774","11/20/2013",,,,"true","","3","Jewish Holidays"
"18th of Kislev 5774","11/21/2013",,,,"true","","3","Jewish Holidays"
"19th of Kislev 5774","11/22/2013",,,,"true","","3","Jewish Holidays"
"20th of Kislev 5774","11/23/2013",,,,"true","","3","Jewish Holidays"
"21st of Kislev 5774","11/24/2013",,,,"true","","3","Jewish Holidays"
"22nd of Kislev 5774","11/25/2013",,,,"true","","3","Jewish Holidays"
"23rd of Kislev 5774","11/26/2013",,,,"true","","3","Jewish Holidays"
"24th of Kislev 5774","11/27/2013",,,,"true","","3","Jewish Holidays"
"25th of Kislev 5774","11/28/2013",,,,"true","","3","Jewish Holidays"
"26th of Kislev 5774","11/29/2013",,,,"true","","3","Jewish Holidays"
"27th of Kislev 5774","11/30/2013",,,,"true","","3","Jewish Holidays"
"28th of Kislev 5774","12/1/2013",,,,"true","","3","Jewish Holidays"
"29th of Kislev 5774","12/2/2013",,,,"true","","3","Jewish Holidays"
"30th of Kislev 5774","12/3/2013",,,,"true","","3","Jewish Holidays"
"1st of Tevet 5774","12/4/2013",,,,"true","","3","Jewish Holidays"
"2nd of Tevet 5774","12/5/2013",,,,"true","","3","Jewish Holidays"
"3rd of Tevet 5774","12/6/2013",,,,"true","","3","Jewish Holidays"
"4th of Tevet 5774","12/7/2013",,,,"true","","3","Jewish Holidays"
"5th of Tevet 5774","12/8/2013",,,,"true","","3","Jewish Holidays"
"6th of Tevet 5774","12/9/2013",,,,"true","","3","Jewish Holidays"
"7th of Tevet 5774","12/10/2013",,,,"true","","3","Jewish Holidays"
"8th of Tevet 5774","12/11/2013",,,,"true","","3","Jewish Holidays"
"9th of Tevet 5774","12/12/2013",,,,"true","","3","Jewish Holidays"
"10th of Tevet 5774","12/13/2013",,,,"true","","3","Jewish Holidays"
"11th of Tevet 5774","12/14/2013",,,,"true","","3","Jewish Holidays"
"12th of Tevet 5774","12/15/2013",,,,"true","","3","Jewish Holidays"
"13th of Tevet 5774","12/16/2013",,,,"true","","3","Jewish Holidays"
"14th of Tevet 5774","12/17/2013",,,,"true","","3","Jewish Holidays"
"15th of Tevet 5774","12/18/2013",,,,"true","","3","Jewish Holidays"
"16th of Tevet 5774","12/19/2013",,,,"true","","3","Jewish Holidays"
"17th of Tevet 5774","12/20/2013",,,,"true","","3","Jewish Holidays"
"18th of Tevet 5774","12/21/2013",,,,"true","","3","Jewish Holidays"
"19th of Tevet 5774","12/22/2013",,,,"true","","3","Jewish Holidays"
"20th of Tevet 5774","12/23/2013",,,,"true","","3","Jewish Holidays"
"21st of Tevet 5774","12/24/2013",,,,"true","","3","Jewish Holidays"
"22nd of Tevet 5774","12/25/2013",,,,"true","","3","Jewish Holidays"
"23rd of Tevet 5774","12/26/2013",,,,"true","","3","Jewish Holidays"
"24th of Tevet 5774","12/27/2013",,,,"true","","3","Jewish Holidays"
"25th of Tevet 5774","12/28/2013",,,,"true","","3","Jewish Holidays"
